1/26 10:4:55, 0.0 PSI
1/27 8:39:10,12.3 PSI
1/27 8:39:13,12.3 PSI
1/27 8:39:16,12.4 PSI
1/27 8:39:19,12.3 PSI
1/27 8:39:22,12.3 PSI
1/27 8:39:26,12.3 PSI
1/27 8:39:29,12.3 PSI
1/27 8:39:32,12.3 PSI
1/27 8:39:35,12.3 PSI
1/27 8:39:38,12.4 PSI
1/27 8:39:42,12.3 PSI
1/27 8:39:45,12.4 PSI
1/27 8:39:48,12.5 PSI
1/27 8:39:51,12.5 PSI
1/27 8:39:54,12.1 PSI
1/27 8:39:58,12.2 PSI
1/27 8:40:1,12.5 PSI
1/27 8:40:4,12.4 PSI
1/27 8:40:7,12.4 PSI
1/27 8:40:10,12.4 PSI
1/27 8:40:14,12.4 PSI
1/27 8:40:17,12.4 PSI
1/27 8:40:20,12.4 PSI
1/27 8:40:23,12.4 PSI
1/27 8:40:26,12.4 PSI
1/27 8:40:30,12.4 PSI
1/27 8:40:33,12.4 PSI
1/27 8:40:36,12.4 PSI
1/27 8:40:39,12.4 PSI
1/27 8:40:42,12.3 PSI
1/27 8:40:46,12.4 PSI
1/27 8:40:49,12.3 PSI
1/27 8:40:52,12.3 PSI
1/27 8:40:55,12.3 PSI
1/27 8:40:58,12.2 PSI
1/27 8:41:1,12.2 PSI
1/27 8:41:5,12.1 PSI
1/27 8:41:8,12.1 PSI
1/27 8:41:11,12.1 PSI
1/27 8:41:14,12.1 PSI
1/27 8:41:17,11.8 PSI
1/27 8:41:21,11.7 PSI
1/27 8:41:24,11.7 PSI
1/27 8:41:27,11.5 PSI
1/27 8:41:31,11.5 PSI
1/27 8:41:34,11.4 PSI
1/27 8:41:37,11.3 PSI
1/27 8:41:40,11.2 PSI
1/27 8:41:43,11.1 PSI
1/27 8:41:46,11.0 PSI
1/27 8:41:50,11.0 PSI
1/27 8:41:53,11.0 PSI
1/27 8:41:56,10.8 PSI
1/27 8:41:59,10.8 PSI
1/27 8:42:2,10.7 PSI
1/27 8:42:6,10.7 PSI
1/27 8:42:9,10.7 PSI
1/27 8:42:12,10.7 PSI
1/27 8:42:15,10.7 PSI
1/27 8:42:18,10.8 PSI
1/27 8:42:22,10.8 PSI
1/27 8:42:25,10.8 PSI
1/27 8:42:28,10.8 PSI
1/27 8:42:31,10.8 PSI
1/27 8:42:34,10.9 PSI
1/27 8:42:38,11.1 PSI
1/27 8:42:41,11.0 PSI
1/27 8:42:44,11.1 PSI
1/27 8:42:47,11.1 PSI
1/27 8:42:50,11.2 PSI
1/27 8:42:54,11.2 PSI
1/27 8:42:57,13.3 PSI
1/27 8:43:0,11.7 PSI
1/27 8:43:3,11.5 PSI
1/27 8:43:6,11.5 PSI
1/27 8:43:10,11.5 PSI
1/27 8:43:13,11.5 PSI
1/27 8:43:16,11.5 PSI
1/27 8:43:19,11.8 PSI
1/27 8:43:22,11.8 PSI
1/27 8:43:25,11.9 PSI
1/27 8:43:29,12.0 PSI
1/27 8:43:32,12.1 PSI
1/27 8:43:35,12.1 PSI
1/27 8:43:38,12.1 PSI
1/27 8:43:41,12.1 PSI
1/27 8:43:45,12.1 PSI
1/27 8:43:48,12.1 PSI
1/27 8:43:51,12.3 PSI
1/27 8:43:54,12.4 PSI
1/27 8:43:57,12.4 PSI
1/27 8:44:1,12.5 PSI
1/27 8:44:4,12.5 PSI
1/27 8:44:7,12.6 PSI
1/27 8:44:10,12.6 PSI
1/27 8:44:13,12.6 PSI
1/27 8:44:17,12.6 PSI
1/27 8:44:20,12.7 PSI
1/27 8:44:23,12.6 PSI
1/27 8:44:26,12.4 PSI
1/27 8:44:29,12.5 PSI
1/27 8:44:33,12.6 PSI
1/27 8:44:36,12.6 PSI
1/27 8:44:39,12.6 PSI
1/27 8:44:42,12.6 PSI
1/27 8:44:45,12.5 PSI
1/27 8:44:48,12.5 PSI
1/27 8:44:52,12.7 PSI
1/27 8:44:55,12.7 PSI
1/27 8:44:58,12.7 PSI
1/27 8:45:1,12.7 PSI
1/27 8:45:4,12.7 PSI
1/27 8:45:8,12.7 PSI
1/27 8:45:11,12.4 PSI
1/27 8:45:14,12.4 PSI
1/27 8:45:17,12.4 PSI
1/27 8:45:20,12.3 PSI
1/27 8:45:24,12.3 PSI
1/27 8:45:27,12.2 PSI
1/27 8:45:30,12.2 PSI
1/27 8:45:33,12.2 PSI
1/27 8:45:36,12.3 PSI
1/27 8:45:40,12.1 PSI
1/27 8:45:43,12.2 PSI
1/27 8:45:46,12.1 PSI
1/27 8:45:49,12.1 PSI
1/27 8:45:52,12.1 PSI
1/27 8:45:56,12.1 PSI
1/27 8:45:59,12.1 PSI
1/27 8:46:2,12.1 PSI
1/27 8:46:5,11.9 PSI
1/27 8:46:8,11.6 PSI
1/27 8:46:11,11.9 PSI
1/27 8:46:15,11.7 PSI
1/27 8:46:18,11.8 PSI
1/27 8:46:21,12.1 PSI
1/27 8:46:24,12.1 PSI
1/27 8:46:27,12.1 PSI
1/27 8:46:31,12.1 PSI
1/27 8:46:34,12.2 PSI
1/27 8:46:37,12.1 PSI
1/27 8:46:40,12.1 PSI
1/27 8:46:44,12.1 PSI
1/27 8:46:47,12.0 PSI
1/27 8:46:50,12.0 PSI
1/27 8:46:53,12.1 PSI
1/27 8:46:56,11.8 PSI
1/27 8:47:0,11.8 PSI
1/27 8:47:3,12.1 PSI
1/27 8:47:6,12.1 PSI
1/27 8:47:9,12.1 PSI
1/27 8:47:12,12.1 PSI
1/27 8:47:15,12.2 PSI
1/27 8:47:19,12.1 PSI
1/27 8:47:22,12.1 PSI
1/27 8:47:25,12.1 PSI
1/27 8:47:28,12.2 PSI
1/27 8:47:31,12.2 PSI
1/27 8:47:35,12.1 PSI
1/27 8:47:38,12.1 PSI
1/27 8:47:41,12.1 PSI
1/27 8:47:44,12.1 PSI
1/27 8:47:47,11.9 PSI
1/27 8:47:51,11.9 PSI
1/27 8:47:54,11.9 PSI
1/27 8:47:57,11.8 PSI
1/27 8:48:0,11.8 PSI
1/27 8:48:3,11.9 PSI
1/27 8:48:7,11.8 PSI
1/27 8:48:10,11.8 PSI
1/27 8:48:13,11.8 PSI
1/27 8:48:16,11.7 PSI
1/27 8:48:19,11.7 PSI
1/27 8:48:23,11.8 PSI
1/27 8:48:26,11.9 PSI
1/27 8:48:29,11.8 PSI
1/27 8:48:32,12.0 PSI
1/27 8:48:36,12.1 PSI
1/27 8:48:39,12.2 PSI
1/27 8:48:42,12.2 PSI
1/27 8:48:45,12.2 PSI
1/27 8:48:48,12.3 PSI
1/27 8:48:52,12.3 PSI
1/27 8:48:55,12.1 PSI
1/27 8:48:58,11.9 PSI
1/27 8:49:1,12.1 PSI
1/27 8:49:4,12.1 PSI
1/27 8:49:8,11.9 PSI
1/27 8:49:11,12.0 PSI
1/27 8:49:14,11.9 PSI
1/27 8:49:17,11.9 PSI
1/27 8:49:20,11.9 PSI
1/27 8:49:24,12.1 PSI
1/27 8:49:27,12.2 PSI
1/27 8:49:30,12.2 PSI
1/27 8:49:33,12.1 PSI
1/27 8:49:36,12.3 PSI
1/27 8:49:40,12.3 PSI
1/27 8:49:43,12.2 PSI
1/27 8:49:46,12.2 PSI
1/27 8:49:49,12.5 PSI
1/27 8:49:52,12.7 PSI
1/27 8:49:55,12.6 PSI
1/27 8:49:59,12.6 PSI
1/27 8:50:2,12.9 PSI
1/27 8:50:5,12.9 PSI
1/27 8:50:8,12.8 PSI
1/27 8:50:11,12.9 PSI
1/27 8:50:15,12.9 PSI
1/27 8:50:18,13.2 PSI
1/27 8:50:21,13.1 PSI
1/27 8:50:24,13.2 PSI
1/27 8:50:27,13.1 PSI
1/27 8:50:31,13.2 PSI
1/27 8:50:34,13.2 PSI
1/27 8:50:37,13.3 PSI
1/27 8:50:40,13.3 PSI
1/27 8:50:43,13.4 PSI
1/27 8:50:47,13.4 PSI
1/27 8:50:50,13.5 PSI
1/27 8:50:53,13.5 PSI
1/27 8:50:56,13.5 PSI
1/27 8:50:59,13.4 PSI
1/27 8:51:3,13.2 PSI
1/27 8:51:6,13.2 PSI
1/27 8:51:9,13.2 PSI
1/27 8:51:12,13.2 PSI
1/27 8:51:15,13.2 PSI
1/27 8:51:19,13.2 PSI
1/27 8:51:22,13.1 PSI
1/27 8:51:25,13.1 PSI
1/27 8:51:28,13.0 PSI
1/27 8:51:31,13.0 PSI
1/27 8:51:34,13.0 PSI
1/27 8:51:38,13.2 PSI
1/27 8:51:41,13.2 PSI
1/27 8:51:44,13.2 PSI
1/27 8:51:47,12.9 PSI
1/27 8:51:50,12.7 PSI
1/27 8:51:54,12.6 PSI
1/27 8:51:57,12.5 PSI
1/27 8:52:0,12.4 PSI
1/27 8:52:3,12.3 PSI
1/27 8:52:6,12.3 PSI
1/27 8:52:10,12.4 PSI
1/27 8:52:13,12.4 PSI
1/27 8:52:16,12.3 PSI
1/27 8:52:19,12.3 PSI
1/27 8:52:22,12.4 PSI
1/27 8:52:26,12.3 PSI
1/27 8:52:29,12.3 PSI
1/27 8:52:32,12.2 PSI
1/27 8:52:35,12.2 PSI
1/27 8:52:38,12.1 PSI
1/27 8:52:42,12.2 PSI
1/27 8:52:45,12.2 PSI
1/27 8:52:48,12.3 PSI
1/27 8:52:51,12.5 PSI
1/27 8:52:54,12.5 PSI
1/27 8:52:57,12.4 PSI
1/27 8:53:1,12.4 PSI
1/27 8:53:4,12.3 PSI
1/27 8:53:7,12.1 PSI
1/27 8:53:10,12.1 PSI
1/27 8:53:14,12.1 PSI
1/27 8:53:17,12.2 PSI
1/27 8:53:20,12.4 PSI
1/27 8:53:23,12.5 PSI
1/27 8:53:26,12.5 PSI
1/27 8:53:30,12.3 PSI
1/27 8:53:33,12.3 PSI
1/27 8:53:36,12.4 PSI
1/27 8:53:39,12.4 PSI
1/27 8:53:42,12.4 PSI
1/27 8:53:45,12.4 PSI
1/27 8:53:49,12.4 PSI
1/27 8:53:52,12.4 PSI
1/27 8:53:55,12.4 PSI
1/27 8:53:58,12.2 PSI
1/27 8:54:2,12.2 PSI
1/27 8:54:5,12.2 PSI
1/27 8:54:8,12.1 PSI
1/27 8:54:11,12.1 PSI
1/27 8:54:14,12.2 PSI
1/27 8:54:18,12.1 PSI
1/27 8:54:21,12.1 PSI
1/27 8:54:24,12.1 PSI
1/27 8:54:27,12.1 PSI
1/27 8:54:30,12.1 PSI
1/27 8:54:33,12.2 PSI
1/27 8:54:37,12.1 PSI
1/27 8:54:40,12.1 PSI
1/27 8:54:43,12.2 PSI
1/27 8:54:46,12.3 PSI
1/27 8:54:49,12.1 PSI
1/27 8:54:53,12.1 PSI
1/27 8:54:56,11.9 PSI
1/27 8:54:59,11.8 PSI
1/27 8:55:2,11.7 PSI
1/27 8:55:5,11.5 PSI
1/27 8:55:9,11.4 PSI
1/27 8:55:12,11.3 PSI
1/27 8:55:15,11.3 PSI
1/27 8:55:18,11.2 PSI
1/27 8:55:21,11.0 PSI
1/27 8:55:25,10.8 PSI
1/27 8:55:28,10.7 PSI
1/27 8:55:31,10.7 PSI
1/27 8:55:34,10.5 PSI
1/27 8:55:37,10.4 PSI
1/27 8:55:41,10.4 PSI
1/27 8:55:44,10.4 PSI
1/27 8:55:47,10.3 PSI
1/27 8:55:50,10.3 PSI
1/27 8:55:54,10.3 PSI
1/27 8:55:57,10.2 PSI
1/27 8:56:0,10.1 PSI
1/27 8:56:3,10.1 PSI
1/27 8:56:6,10.3 PSI
1/27 8:56:10,10.3 PSI
1/27 8:56:13,10.3 PSI
1/27 8:56:16,10.1 PSI
1/27 8:56:19,10.3 PSI
1/27 8:56:22,10.4 PSI
1/27 8:56:26,10.4 PSI
1/27 8:56:29,10.4 PSI
1/27 8:56:32,10.4 PSI
1/27 8:56:35,10.6 PSI
1/27 8:56:38,10.6 PSI
1/27 8:56:41,10.5 PSI
1/27 8:56:45,10.5 PSI
1/27 8:56:48,10.7 PSI
1/27 8:56:51,10.4 PSI
1/27 8:56:54,10.3 PSI
1/27 8:56:57,10.4 PSI
1/27 8:57:1,10.4 PSI
1/27 8:57:4,10.3 PSI
1/27 8:57:7,10.2 PSI
1/27 8:57:10,10.1 PSI
1/27 8:57:13,10.1 PSI
1/27 8:57:17,10.1 PSI
1/27 8:57:20,10.1 PSI
1/27 8:57:23,10.1 PSI
1/27 8:57:26,10.1 PSI
1/27 8:57:29,10.0 PSI
1/27 8:57:33,10.0 PSI
1/27 8:57:36, 9.9 PSI
1/27 8:57:39, 9.9 PSI
1/27 8:57:42, 9.9 PSI
1/27 8:57:45, 9.8 PSI
1/27 8:57:49, 9.8 PSI
1/27 8:57:52, 9.7 PSI
1/27 8:57:55, 9.7 PSI
1/27 8:57:58, 9.6 PSI
1/27 8:58:1, 9.7 PSI
1/27 8:58:4, 9.6 PSI
1/27 8:58:8, 9.6 PSI
1/27 8:58:11, 9.6 PSI
1/27 8:58:14, 9.5 PSI
1/27 8:58:17, 9.6 PSI
1/27 8:58:20, 9.5 PSI
1/27 8:58:24, 9.5 PSI
1/27 8:58:27, 9.5 PSI
1/27 8:58:30, 9.5 PSI
1/27 8:58:33, 9.3 PSI
1/27 8:58:36, 9.3 PSI
1/27 8:58:40, 9.3 PSI
1/27 8:58:43, 9.3 PSI
1/27 8:58:46, 9.3 PSI
1/27 8:58:49, 9.2 PSI
1/27 8:58:52, 9.1 PSI
1/27 8:58:56, 9.0 PSI
1/27 8:58:59, 8.9 PSI
1/27 8:59:2, 8.8 PSI
1/27 8:59:5, 8.8 PSI
1/27 8:59:8, 8.8 PSI
1/27 8:59:11, 8.7 PSI
1/27 8:59:15, 8.7 PSI
1/27 8:59:18, 8.7 PSI
1/27 8:59:21, 8.6 PSI
1/27 8:59:24, 8.4 PSI
1/27 8:59:27, 8.4 PSI
1/27 8:59:31, 8.4 PSI
1/27 8:59:34, 8.4 PSI
1/27 8:59:37, 8.4 PSI
1/27 8:59:40, 8.3 PSI
1/27 8:59:44, 8.3 PSI
1/27 8:59:47, 8.3 PSI
1/27 8:59:50, 8.2 PSI
1/27 8:59:53, 8.2 PSI
1/27 8:59:56, 8.1 PSI
1/27 9:0:0, 8.2 PSI
1/27 9:0:3, 8.1 PSI
1/27 9:0:6, 8.1 PSI
1/27 9:0:9, 8.1 PSI
1/27 9:0:12, 8.1 PSI
1/27 9:0:15, 8.2 PSI
1/27 9:0:19, 8.1 PSI
1/27 9:0:22, 8.1 PSI
1/27 9:0:25, 8.1 PSI
1/27 9:0:28, 8.1 PSI
1/27 9:0:31, 8.1 PSI
1/27 9:0:35, 8.1 PSI
1/27 9:0:38, 8.1 PSI
1/27 9:0:41, 8.1 PSI
1/27 9:0:44, 8.2 PSI
1/27 9:0:47, 8.3 PSI
1/27 9:0:51, 8.4 PSI
1/27 9:0:54, 8.3 PSI
1/27 9:0:57, 8.4 PSI
1/27 9:1:0, 8.3 PSI
1/27 9:1:3, 8.3 PSI
1/27 9:1:7, 8.3 PSI
1/27 9:1:10, 8.3 PSI
1/27 9:1:13, 8.3 PSI
1/27 9:1:16, 8.3 PSI
1/27 9:1:19, 8.3 PSI
1/27 9:1:23, 8.4 PSI
1/27 9:1:26, 8.4 PSI
1/27 9:1:29, 8.4 PSI
1/27 9:1:32, 8.3 PSI
1/27 9:1:35, 8.2 PSI
1/27 9:1:38, 8.2 PSI
1/27 9:1:42, 8.2 PSI
1/27 9:1:45, 8.1 PSI
1/27 9:1:48, 8.1 PSI
1/27 9:1:51, 8.1 PSI
1/27 9:1:54, 8.1 PSI
1/27 9:1:58, 8.1 PSI
1/27 9:2:1, 8.1 PSI
1/27 9:2:4, 8.1 PSI
1/27 9:2:7, 8.1 PSI
1/27 9:2:10, 8.1 PSI
1/27 9:2:14, 8.1 PSI
1/27 9:2:17, 8.1 PSI
1/27 9:2:20, 8.1 PSI
1/27 9:2:23, 8.0 PSI
1/27 9:2:26, 8.1 PSI
1/27 9:2:30, 8.0 PSI
1/27 9:2:33, 8.0 PSI
1/27 9:2:36, 8.0 PSI
1/27 9:2:39, 8.3 PSI
1/27 9:2:42, 8.1 PSI
1/27 9:2:46, 8.1 PSI
1/27 9:2:49, 8.1 PSI
1/27 9:2:52, 8.1 PSI
1/27 9:2:55, 8.1 PSI
1/27 9:2:58, 8.1 PSI
1/27 9:3:2, 8.2 PSI
1/27 9:3:5, 8.2 PSI
1/27 9:3:8, 8.3 PSI
1/27 9:3:11, 8.3 PSI
1/27 9:3:15, 8.4 PSI
1/27 9:3:18, 8.8 PSI
1/27 9:3:21, 8.9 PSI
1/27 9:3:24, 8.7 PSI
1/27 9:3:27, 8.6 PSI
1/27 9:3:30, 8.7 PSI
1/27 9:3:34, 8.7 PSI
1/27 9:3:37, 8.7 PSI
1/27 9:3:40, 8.8 PSI
1/27 9:3:43, 8.8 PSI
1/27 9:3:46, 8.7 PSI
1/27 9:3:50, 8.8 PSI
1/27 9:3:53, 8.8 PSI
1/27 9:3:56, 8.8 PSI
1/27 9:3:59, 8.8 PSI
1/27 9:4:2, 8.9 PSI
1/27 9:4:6, 8.8 PSI
1/27 9:4:9, 8.7 PSI
1/27 9:4:12, 8.7 PSI
1/27 9:4:15, 8.7 PSI
1/27 9:4:18, 8.6 PSI
1/27 9:4:22, 8.6 PSI
1/27 9:4:25, 8.5 PSI
1/27 9:4:28, 8.5 PSI
1/27 9:4:31, 8.4 PSI
1/27 9:4:34, 8.4 PSI
1/27 9:4:38, 8.3 PSI
1/27 9:4:41, 8.4 PSI
1/27 9:4:44, 8.4 PSI
1/27 9:4:47, 8.4 PSI
1/27 9:4:50, 8.5 PSI
1/27 9:4:53, 8.6 PSI
1/27 9:4:57, 8.6 PSI
1/27 9:5:0, 8.7 PSI
1/27 9:5:3, 8.7 PSI
1/27 9:5:6, 8.7 PSI
1/27 9:5:9, 8.7 PSI
1/27 9:5:13, 8.6 PSI
1/27 9:5:16, 8.4 PSI
1/27 9:5:19, 8.4 PSI
1/27 9:5:22, 8.6 PSI
1/27 9:5:25, 8.7 PSI
1/27 9:5:29, 8.7 PSI
1/27 9:5:32, 8.7 PSI
1/27 9:5:35, 8.6 PSI
1/27 9:5:38, 8.8 PSI
1/27 9:5:41, 8.8 PSI
1/27 9:5:45, 8.7 PSI
1/27 9:5:48, 8.9 PSI
1/27 9:5:51, 8.9 PSI
1/27 9:5:54, 9.0 PSI
1/27 9:5:57, 9.0 PSI
1/27 9:6:0, 9.0 PSI
1/27 9:6:4, 9.0 PSI
1/27 9:6:7, 9.1 PSI
1/27 9:6:10, 9.1 PSI
1/27 9:6:13, 9.2 PSI
1/27 9:6:17, 9.2 PSI
1/27 9:6:20, 9.3 PSI
1/27 9:6:23, 9.3 PSI
1/27 9:6:26, 9.3 PSI
1/27 9:6:29, 9.2 PSI
1/27 9:6:33, 9.1 PSI
1/27 9:6:36, 9.1 PSI
1/27 9:6:39, 9.1 PSI
1/27 9:6:42, 9.0 PSI
1/27 9:6:45, 8.9 PSI
1/27 9:6:49, 8.9 PSI
1/27 9:6:52, 8.8 PSI
1/27 9:6:55, 8.7 PSI
1/27 9:6:58, 8.9 PSI
1/27 9:7:1, 8.7 PSI
1/27 9:7:4, 8.7 PSI
1/27 9:7:8, 8.7 PSI
1/27 9:7:11, 8.5 PSI
1/27 9:7:14, 8.4 PSI
1/27 9:7:17, 8.6 PSI
1/27 9:7:20, 8.5 PSI
1/27 9:7:24, 8.6 PSI
1/27 9:7:27, 8.5 PSI
1/27 9:7:30, 8.5 PSI
1/27 9:7:33, 8.6 PSI
1/27 9:7:36, 8.6 PSI
1/27 9:7:40, 8.6 PSI
1/27 9:7:43, 8.6 PSI
1/27 9:7:46, 8.6 PSI
1/27 9:7:49, 8.7 PSI
1/27 9:7:52, 8.7 PSI
1/27 9:7:56, 8.6 PSI
1/27 9:7:59, 8.4 PSI
1/27 9:8:2, 8.4 PSI
1/27 9:8:5, 8.4 PSI
1/27 9:8:8, 8.4 PSI
1/27 9:8:12, 8.3 PSI
1/27 9:8:15, 8.2 PSI
1/27 9:8:18, 8.1 PSI
1/27 9:8:21, 8.2 PSI
1/27 9:8:24, 8.1 PSI
1/27 9:8:27, 8.1 PSI
1/27 9:8:31, 8.1 PSI
1/27 9:8:34, 8.1 PSI
1/27 9:8:37, 8.0 PSI
1/27 9:8:40, 7.9 PSI
1/27 9:8:43, 7.8 PSI
1/27 9:8:47, 7.9 PSI
1/27 9:8:50, 7.8 PSI
1/27 9:8:53, 8.0 PSI
1/27 9:8:56, 8.1 PSI
1/27 9:8:59, 8.1 PSI
1/27 9:9:3, 8.1 PSI
1/27 9:9:6, 8.1 PSI
1/27 9:9:9, 8.1 PSI
1/27 9:9:12, 8.1 PSI
1/27 9:9:15, 8.0 PSI
1/27 9:9:19, 8.0 PSI
1/27 9:9:22, 8.0 PSI
1/27 9:9:25, 8.0 PSI
1/27 9:9:28, 7.9 PSI
1/27 9:9:31, 7.9 PSI
1/27 9:9:35, 8.0 PSI
1/27 9:9:38, 7.9 PSI
1/27 9:9:41, 8.0 PSI
1/27 9:9:44, 8.0 PSI
1/27 9:9:47, 8.0 PSI
1/27 9:9:50, 8.0 PSI
1/27 9:9:54, 7.9 PSI
1/27 9:9:57, 7.9 PSI
1/27 9:10:0, 7.9 PSI
1/27 9:10:3, 7.9 PSI
1/27 9:10:6, 8.0 PSI
1/27 9:10:10, 8.0 PSI
1/27 9:10:13, 8.1 PSI
1/27 9:10:16, 8.1 PSI
1/27 9:10:19, 8.1 PSI
1/27 9:10:22, 8.1 PSI
1/27 9:10:26, 8.1 PSI
1/27 9:10:29, 8.1 PSI
1/27 9:10:32, 8.1 PSI
1/27 9:10:35, 8.1 PSI
1/27 9:10:39, 8.1 PSI
1/27 9:10:42, 8.1 PSI
1/27 9:10:45, 8.1 PSI
1/27 9:10:48, 8.1 PSI
1/27 9:10:51, 8.1 PSI
1/27 9:10:55, 8.1 PSI
1/27 9:10:58, 8.1 PSI
1/27 9:11:1, 8.1 PSI
1/27 9:11:4, 8.1 PSI
1/27 9:11:7, 8.1 PSI
1/27 9:11:11, 8.1 PSI
1/27 9:11:14, 8.1 PSI
1/27 9:11:17, 8.1 PSI
1/27 9:11:20, 8.1 PSI
1/27 9:11:23, 8.2 PSI
1/27 9:11:27, 8.3 PSI
1/27 9:11:30, 8.3 PSI
1/27 9:11:33, 8.4 PSI
1/27 9:11:36, 8.4 PSI
1/27 9:11:39, 8.4 PSI
1/27 9:11:43, 8.4 PSI
1/27 9:11:46, 8.5 PSI
1/27 9:11:49, 8.5 PSI
1/27 9:11:52, 8.5 PSI
1/27 9:11:55, 8.5 PSI
1/27 9:11:58, 8.6 PSI
1/27 9:12:2, 8.5 PSI
1/27 9:12:5, 8.4 PSI
1/27 9:12:8, 8.4 PSI
1/27 9:12:11, 8.5 PSI
1/27 9:12:14, 8.5 PSI
1/27 9:12:18, 8.5 PSI
1/27 9:12:21, 8.5 PSI
1/27 9:12:24, 8.5 PSI
1/27 9:12:27, 8.5 PSI
1/27 9:12:30, 8.6 PSI
1/27 9:12:34, 8.5 PSI
1/27 9:12:37, 8.6 PSI
1/27 9:12:40, 8.7 PSI
1/27 9:12:43, 8.6 PSI
1/27 9:12:46, 8.4 PSI
1/27 9:12:50, 8.5 PSI
1/27 9:12:53, 8.4 PSI
1/27 9:12:56, 8.4 PSI
1/27 9:12:59, 8.5 PSI
1/27 9:13:2, 8.5 PSI
1/27 9:13:6, 8.5 PSI
1/27 9:13:9, 8.5 PSI
1/27 9:13:12, 8.8 PSI
1/27 9:13:15, 8.7 PSI
1/27 9:13:18, 8.8 PSI
1/27 9:13:22, 8.9 PSI
1/27 9:13:25, 8.9 PSI
1/27 9:13:28, 9.0 PSI
1/27 9:13:31, 9.0 PSI
1/27 9:13:34, 9.0 PSI
1/27 9:13:38, 9.1 PSI
1/27 9:13:41, 9.0 PSI
1/27 9:13:44, 9.1 PSI
1/27 9:13:47, 9.1 PSI
1/27 9:13:50, 9.2 PSI
1/27 9:13:54, 9.2 PSI
1/27 9:13:57, 9.3 PSI
1/27 9:14:0, 9.3 PSI
1/27 9:14:3, 9.3 PSI
1/27 9:14:6, 9.3 PSI
1/27 9:14:10, 9.3 PSI
1/27 9:14:13, 9.3 PSI
1/27 9:14:16, 9.2 PSI
1/27 9:14:19, 9.1 PSI
1/27 9:14:22, 9.0 PSI
1/27 9:14:26, 9.0 PSI
1/27 9:14:29, 8.9 PSI
1/27 9:14:32, 9.0 PSI
1/27 9:14:35, 9.0 PSI
1/27 9:14:38, 8.9 PSI
1/27 9:14:42, 9.0 PSI
1/27 9:14:45, 9.0 PSI
1/27 9:14:48, 9.1 PSI
1/27 9:14:51, 9.1 PSI
1/27 9:14:54, 9.1 PSI
1/27 9:14:57, 9.1 PSI
1/27 9:15:1, 9.1 PSI
1/27 9:15:4, 9.1 PSI
1/27 9:15:7, 9.2 PSI
1/27 9:15:10, 9.2 PSI
1/27 9:15:13, 9.2 PSI
1/27 9:15:17, 9.2 PSI
1/27 9:15:20, 9.2 PSI
1/27 9:15:23, 9.1 PSI
1/27 9:15:26, 9.1 PSI
1/27 9:15:29, 9.1 PSI
1/27 9:15:33, 9.1 PSI
1/27 9:15:36, 9.1 PSI
1/27 9:15:39, 9.1 PSI
1/27 9:15:42, 9.1 PSI
1/27 9:15:45, 9.1 PSI
1/27 9:15:49, 9.1 PSI
1/27 9:15:52, 9.2 PSI
1/27 9:15:55, 9.2 PSI
1/27 9:15:58, 9.2 PSI
1/27 9:16:1, 9.2 PSI
1/27 9:16:5, 9.2 PSI
1/27 9:16:8, 9.2 PSI
1/27 9:16:11, 9.2 PSI
1/27 9:16:14, 9.2 PSI
1/27 9:16:17, 9.1 PSI
1/27 9:16:21, 9.2 PSI
1/27 9:16:24, 9.2 PSI
1/27 9:16:27, 9.4 PSI
1/27 9:16:30, 9.3 PSI
1/27 9:16:33, 9.5 PSI
1/27 9:16:36, 9.5 PSI
1/27 9:16:40, 9.5 PSI
1/27 9:16:43, 9.5 PSI
1/27 9:16:46, 9.4 PSI
1/27 9:16:49, 9.5 PSI
1/27 9:16:52, 9.4 PSI
1/27 9:16:56, 9.3 PSI
1/27 9:16:59, 9.3 PSI
1/27 9:17:2, 9.3 PSI
1/27 9:17:5, 9.3 PSI
1/27 9:17:8, 9.3 PSI
1/27 9:17:12, 9.3 PSI
1/27 9:17:15, 9.3 PSI
1/27 9:17:18, 9.2 PSI
1/27 9:17:21, 9.1 PSI
1/27 9:17:24, 9.0 PSI
1/27 9:17:28, 9.0 PSI
1/27 9:17:31, 9.0 PSI
1/27 9:17:34, 8.9 PSI
1/27 9:17:37, 8.9 PSI
1/27 9:17:40, 8.9 PSI
1/27 9:17:44, 8.9 PSI
1/27 9:17:47, 8.9 PSI
1/27 9:17:50, 8.9 PSI
1/27 9:17:53, 8.9 PSI
1/27 9:17:57, 8.9 PSI
1/27 9:18:0, 8.9 PSI
1/27 9:18:3, 8.8 PSI
1/27 9:18:6, 8.8 PSI
1/27 9:18:9, 8.7 PSI
1/27 9:18:13, 8.7 PSI
1/27 9:18:16, 8.7 PSI
1/27 9:18:19, 8.7 PSI
1/27 9:18:22, 8.7 PSI
1/27 9:18:25, 8.7 PSI
1/27 9:18:29, 8.7 PSI
1/27 9:18:32, 8.7 PSI
1/27 9:18:35, 8.7 PSI
1/27 9:18:38, 8.6 PSI
1/27 9:18:41, 8.6 PSI
1/27 9:18:44, 8.7 PSI
1/27 9:18:48, 8.7 PSI
1/27 9:18:51, 8.5 PSI
1/27 9:18:54, 8.6 PSI
1/27 9:18:57, 8.5 PSI
1/27 9:19:0, 8.6 PSI
1/27 9:19:4, 8.6 PSI
1/27 9:19:7, 8.7 PSI
1/27 9:19:10, 8.7 PSI
1/27 9:19:13, 8.6 PSI
1/27 9:19:16, 8.6 PSI
